symbol,conf,only_side,test_volume_usd,average_pnl_pct,average_position_duration_s,positions_per_year,cost_per_year_pct,cost_per_year_usd,avg_chases_per_position,avg_turnover_per_usd,avg_turnover_per_year
BTCUSDC,Fixed volumes with 1 unit thresholds (v2),0,30000,-1.089339994160788,449866.9241016447,70.1007304837433,-76.3635293358279,-22909.05880074837,170.9442721600768,11983.318350433206,359499550.5129962
BTCUSDC,Fixed volumes with 1 unit thresholds (v2),0,40000,-1.1460484598971425,447714.9848389202,70.43766920454111,-80.72498231060874,-32289.992924243496,163.8850384783194,11543.680127909352,461747205.1163741
BTCUSDC,Fixed volumes with 1 unit thresholds (v2),0,50000,-1.2381537256569253,449627.2906700619,70.13809138009202,-86.84173915272682,-43420.8695763634,158.59079607738025,11123.255747316834,556162787.3658417
BTCUSDC,Fixed volumes with 1 unit thresholds (v2),0,60000,-1.3463653453050108,453726.67629637854,69.50439911846927,-93.57831431935514,-56146.98859161309,155.32261334316254,10795.60490992685,647736294.595611
BTCUSDC,Fixed volumes with 1 unit thresholds (v2),0,70000,-1.4095138839679102,451779.4424819758,69.80397298900593,-98.38966908412486,-68872.7683588874,151.72460102101826,10590.97995143886,741368596.6007202
BTCUSDC,Fixed volumes with 1 unit thresholds (v2),0,80000,-1.4589951140226451,457732.70765427797,68.89610349588324,-100.51907837569212,-80415.26270055369,148.2572944052396,10214.349899363018,817147991.9490415
BTCUSDC,Fixed volumes with 1 unit thresholds (v2),0,90000,-1.5087594606225705,451132.1345551467,69.90413137183651,-105.46851954386138,-94921.66758947523,145.23557421156283,10152.5666595492,913730999.359428
ETHUSDC,Fixed volumes with 0.1% percent thresholds (v2),0,10000,-0.47306666642310874,214352.48556683364,147.12215683716573,-69.59858829193576,-6959.858829193575,163.29925289400947,24024.93829566445,240249382.9566445
ETHUSDC,Fixed volumes with 0.1% percent thresholds (v2),0,20000,-0.7224628871181592,217715.52270399954,144.84957070734703,-104.6484390510559,-20929.68781021118,152.593415361738,22103.090707915642,442061814.15831286
ETHUSDC,Fixed volumes with 0.1% percent thresholds (v2),0,30000,-0.8817934317014565,215371.07662587424,146.42634700100362,-129.11779101352326,-38735.33730405698,144.11301279304087,21101.942018593876,633058260.5578163
ETHUSDC,Fixed volumes with 0.1% percent thresholds (v2),0,40000,-1.003568630212506,217359.15859562383,145.08705408944718,-145.6048161341143,-58241.92645364571,137.94632760670495,20014.226294914602,800569051.7965841
ETHUSDC,Fixed volumes with 0.1% percent thresholds (v2),0,50000,-1.0844295438754852,213837.9414107362,147.4761671944185,-159.92751272314806,-79963.75636157402,131.63293822263867,19412.721205614424,970636060.2807212
ETHUSDC,Fixed volumes with 0.1% percent thresholds (v2),0,60000,-1.1992319794531427,218150.92475510322,144.56046902117143,-173.36153741493416,-104016.92244896051,128.29566391214726,18546.481348522586,1112788880.9113553
ETHUSDC,Fixed volumes with 0.1% percent thresholds (v2),0,70000,-1.2344549742619273,215473.751567617,146.35657369201095,-180.67060041003526,-126469.42028702468,123.12667209702235,18020.39785821992,1261427850.0753944
