symbol,conf,only_side,test_volume_usd,average_pnl_pct,average_position_duration_s,positions_per_year,cost_per_year_pct,cost_per_year_usd,avg_chases_per_position,avg_turnover_per_usd,avg_turnover_per_year
SOLUSDC,Fixed volumes with 0.1% percent thresholds (v2),0,90000,-2.0788344365584894,139640.70261623734,225.83673247955295,-469.47717651834176,-422529.4588665076,57.26144604394415,12931.73787161857,1163856408.4456713
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),-1,10000,-0.035043046195187624,1236.389125662305,25506.532972058365,-893.8266132189177,-89382.66132189176,2.0,51013.06594411673,510130659.4411673
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),-1,20000,-0.0553030491207979,1264.7611621744395,24934.351989257608,-1378.9456928571785,-275789.1385714357,2.0,49868.703978515216,997374079.5703043
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),-1,30000,-0.06346834336483928,1506.560573667297,20932.4474244235,-1328.5477605997562,-398564.32817992684,2.0,41864.894848847,1255946845.46541
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),-1,40000,-0.07262809201339615,1637.9816795897905,19252.962589848838,-1398.3059385060153,-559322.3754024062,2.0,38505.925179697675,1540237007.187907
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),-1,50000,-0.07607605417450683,1846.4822650417302,17078.961762618008,-1299.3000202972582,-649650.0101486291,2.0,34157.923525236016,1707896176.2618008
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),-1,60000,-0.08861308135449925,1842.9158392232862,17112.01310923191,-1516.3482097876247,-909808.9258725748,2.0,34224.02621846382,2053441573.107829
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),-1,70000,-0.0966157764883444,1908.096866348131,16527.462811862446,-1596.813652950326,-1117769.5570652282,2.0,33054.92562372489,2313844793.6607423
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),-1,80000,-0.10211262403583997,2046.1400500586922,15412.434744677135,-1573.8041545601336,-1259043.323648107,2.0,30824.86948935427,2465989559.1483417
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),-1,90000,-0.1164880227409918,1938.8626080844253,16265.206141221743,-1894.701702865558,-1705231.532579002,2.0,32530.412282443485,2927737105.419914
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,10000,-0.03530886999314906,1256.6398528773693,25095.495680636734,-886.0935944012363,-88609.35944012362,2.0,50190.99136127347,501909913.6127347
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,20000,-0.05045990633270321,1439.5703908695652,21906.53558868409,-1105.4017338790288,-221080.34677580575,2.0,43813.07117736818,876261423.5473636
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,30000,-0.06115417337121568,1546.6497463206745,20389.87823521195,-1246.9261486141286,-374077.8445842386,2.0,40779.7564704239,1223392694.112717
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,40000,-0.07437416128411675,1679.6033386467022,18775.861701614223,-1396.438966444127,-558575.5865776507,2.0,37551.72340322845,1502068936.129138
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,50000,-0.08205778533480278,1816.1178391730639,17364.51199353856,-1424.8933976093954,-712446.6988046977,2.0,34729.02398707712,1736451199.3538558
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,60000,-0.09186180130216219,1865.1823768543745,16907.729984659938,-1553.1745323214411,-931904.7193928647,2.0,33815.459969319876,2028927598.1591926
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,70000,-0.1012258626711144,1974.8882808523626,15968.498221271053,-1616.4250080103182,-1131497.5056072227,2.0,31936.996442542106,2235589750.977947
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,80000,-0.1080164809646629,2085.0170347911217,15125.056281930712,-1633.7553539666237,-1307004.283173299,2.0,30250.112563861425,2420009005.108914
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,90000,-0.11175414650779862,2149.5148007437892,14671.217890236301,-1639.569433553304,-1475612.4901979736,2.0,29342.435780472602,2640819220.242534
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),-1,10000,-0.03423472233746664,1184.9653608181711,26613.43617523609,-911.1035979050977,-91110.35979050977,2.0,53226.87235047218,532268723.50472176
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),-1,20000,-0.05349838722418015,1362.8201184301256,23140.251287401956,-1237.966123838263,-247593.2247676526,2.0,46280.50257480391,925610051.4960783
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),-1,30000,-0.06039044023390685,1526.2234208221798,20662.76769819945,-1247.833637745215,-374350.0913235645,2.0,41325.5353963989,1239766061.8919668
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),-1,40000,-0.07528292690829452,1687.959846358809,18682.908878447575,-1406.5040635304956,-562601.6254121982,2.0,37365.81775689515,1494632710.275806
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),-1,50000,-0.08297626016242865,1728.4158753359757,18245.60885491168,-1513.9523871670635,-756976.1935835318,2.0,36491.21770982336,1824560885.491168
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),-1,60000,-0.09216206695833724,1850.7332871378026,17039.732423449885,-1570.4169605621387,-942250.1763372832,2.0,34079.46484689977,2044767890.813986
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),-1,70000,-0.1010345565719241,1988.5587431351769,15858.721855146256,-1602.2789304321836,-1121595.2513025284,2.0,31717.44371029251,2220221059.7204757
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),-1,80000,-0.11205398123905887,2088.290631103246,15101.346302233564,-1692.1659752350108,-1353732.7801880084,2.0,30202.692604467127,2416215408.3573704
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),-1,90000,-0.11354714987086091,2071.1919008610707,15226.015506766575,-1728.8706646828766,-1555983.598214589,2.0,30452.03101353315,2740682791.2179832
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),1,10000,-0.03519745963886695,1284.9386808645654,24542.80540358637,-863.8444026172972,-86384.44026172972,2.0,49085.61080717274,490856108.07172745
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),1,20000,-0.05256816267704698,1369.9961668240417,23019.042508058632,-1210.0687712334857,-242013.75424669712,2.0,46038.085016117264,920761700.3223453
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),1,30000,-0.06656324244495788,1601.8531184861272,19687.19830554996,-1310.443753874286,-393133.1261622858,2.0,39374.39661109992,1181231898.3329976
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),1,40000,-0.07203175278437718,1649.0739077462495,19123.460659867884,-1377.4963906333655,-550998.5562533461,2.0,38246.92131973577,1529876852.7894306
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),1,50000,-0.07938504476354252,1825.486989528996,17275.390173082953,-1371.4076221978526,-685703.8110989262,2.0,34550.780346165906,1727539017.3082952
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),1,60000,-0.09065685724977122,1908.7943671600526,16521.423440137227,-1497.780326375545,-898668.1958253271,2.0,33042.846880274454,1982570812.8164673
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),1,70000,-0.09766210866948792,2021.1488668200557,15603.00704104824,-1523.8225692136382,-1066675.7984495468,2.0,31206.01408209648,2184420985.7467537
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),1,80000,-0.10246708989128558,2044.9003750620677,15421.778187625794,-1580.2247318349193,-1264179.7854679355,2.0,30843.556375251588,2467484510.020127
SOLUSDC,Fixed volumes with 1 unit thresholds (separate sides) (v2),1,90000,-0.11590329926275149,2199.322413355143,14338.961767724966,-1661.9329768817788,-1495739.679193601,2.0,28677.923535449932,2581013118.190494
SOLUSDC,Fixed volumes with 1 unit thresholds (v2),0,10000,-0.9891906587064897,138536.18516923478,227.63727730394666,-225.17666828244282,-22517.66682824428,102.41999258059555,23314.60825253719,233146082.52537188
SOLUSDC,Fixed volumes with 1 unit thresholds (v2),0,20000,-1.3145497354008975,138858.65754763168,227.10863374998735,-298.5455944033052,-59709.11888066104,89.2619405470107,20272.157363504197,405443147.27008396
SOLUSDC,Fixed volumes with 1 unit thresholds (v2),0,30000,-1.5063505303892057,137840.53323391124,228.78611436074726,-344.63208471299714,-103389.62541389914,80.13993764529907,18334.904938980548,550047148.1694164
SOLUSDC,Fixed volumes with 1 unit thresholds (v2),0,40000,-1.7240814699977307,138491.28109044553,227.71108586543113,-392.59246365365203,-157036.9854614608,75.13251066146448,17108.505586518157,684340223.4607263
SOLUSDC,Fixed volumes with 1 unit thresholds (v2),0,50000,-1.7682770527343818,137686.0784780078,229.04276415307413,-405.0110639467341,-202505.53197336706,69.71617890668139,15967.986322976547,798399316.1488273
SOLUSDC,Fixed volumes with 1 unit thresholds (v2),0,60000,-1.8910999978646048,138748.94899809864,227.2882081465868,-429.8247299406601,-257894.83796439608,66.6697088222512,15153.238655864165,909194319.3518499
SOLUSDC,Fixed volumes with 1 unit thresholds (v2),0,70000,-2.0130591057141816,139448.9719196448,226.14723913613437,-455.24775897511785,-318673.4312825825,63.90783184879427,14452.579731781141,1011680581.2246798
SOLUSDC,Fixed volumes with 1 unit thresholds (v2),0,80000,-2.0822370808345925,139142.65996307394,226.64508503983689,-471.92880025885796,-377543.04020708636,61.10598249071,13849.37059804975,1107949647.84398
SOLUSDC,Fixed volumes with 1 unit thresholds (v2),0,90000,-2.1593685044186732,139257.744456451,226.45778246007717,-489.0058030247861,-440105.22272230743,59.08342824086628,13379.902139565676,1204191192.560911
