symbol,conf,only_side,test_volume_usd,sigma,vlt_score,leverage,liquidation_p
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,5,0.1972440164929824
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,7,0.46905422516800244
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,10,0.9669158042601039
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,12,0.836562209059138
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,15,0.9693438884303223
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,17,0.9687180910602652
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,20,0.9998581483316972
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,25,0.9997550873058652
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,30,0.9999957845258326
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,35,0.9999999777255074
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,40,0.9999995285253255
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,45,0.9999999994359106
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,50,0.9999999999817903
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,75,0.9999999999999997
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.3683523507677039,5,100,0.9999999858860277
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,1,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,2,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,3,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,5,0.34275507854687093
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,7,0.9829847999302109
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,10,0.9477451704577515
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,12,0.9291844834181556
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,15,0.9767711358174467
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,17,0.1274891853397534
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,20,0.9991677221917264
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,25,0.9999999996305226
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,30,0.9999636678255246
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,35,0.9999999074042906
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,40,0.9999985496901026
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,45,0.9999970944535486
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,50,0.9999999941137784
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,75,0.9999999999931376
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4320228209212447,6,100,0.9999999999999997
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,1,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,2,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,3,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,5,0.9224721077540908
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,7,0.8042136524848709
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,10,0.9446345985620032
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,12,0.9999999466502976
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,15,0.9951276878782321
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,17,0.9999999999489102
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,20,0.9999995102690026
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,25,0.9999410978644243
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,30,0.9999999467058398
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,35,0.9999768038822627
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,40,0.9999997379958259
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,45,0.9999999999777447
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,50,0.9999999999996838
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,75,0.9999999999999856
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.4956932910747855,7,100,1.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,1,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,2,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,3,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,5,0.4113893886433102
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,7,0.810651960111849
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,10,0.997986276139396
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,12,0.9990394630988776
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,15,0.9972140649085044
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,17,0.9996275749684195
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,20,0.9997960193927646
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,25,0.9999999953898909
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,30,0.9999997226930715
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,35,0.9999999999867144
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,40,0.9999999999999655
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,45,0.999999999999993
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,50,0.9999999999702377
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,75,1.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.5593637612283263,8,100,1.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,1,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,2,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,3,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,5,0.7504573928134478
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,7,0.9987610851799886
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,10,0.9999419803573091
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,12,0.9999980781058277
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,15,0.9999752433089949
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,17,0.9999999985499284
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,20,0.9999999999926539
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,25,0.9999999999999981
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,30,0.9999999999770792
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,35,1.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,40,0.9999999999999999
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,45,1.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,50,1.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,75,1.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,0.6230342313818671,9,100,1.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,1,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,2,0.0010500998744069623
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,3,0.023113411886964252
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,5,0.10781097006323714
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,7,0.2328795952282413
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,10,0.30658612149205433
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,12,0.383581319640921
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,15,0.5376814371493027
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,17,0.8213736259011882
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,20,0.5979267881506043
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,25,0.7138941347290402
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,30,0.93003601634411
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,35,0.9764663342580121
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,40,0.9356955417760666
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,45,0.86956976104582
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,50,0.9079745728750305
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,75,0.6501933999138341
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.05,0,100,0.9838923334926252
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,1,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,2,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,3,0.023482084530806246
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,5,0.1734672967384684
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,7,0.3668836489016247
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,10,0.5862740025266899
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,12,0.6770570701861156
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,15,0.931698786327581
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,17,0.7890184325303076
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,20,0.9044297801373895
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,25,0.9668098294721394
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,30,0.9548278099365789
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,35,0.9999781282693185
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,40,0.9974692991907017
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,45,0.9857609343408243
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,50,0.9943338090590724
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,75,0.9998942827836075
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.10703852070473167,1,100,0.999398798105148
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,1,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,2,1.064071002199185e-06
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,3,0.04971246074537028
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,5,0.2508612380568861
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,7,0.40501388422014306
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,10,0.7503141369659156
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,12,0.919895175950775
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,15,0.9126466406342013
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,17,0.9999784581135731
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,20,0.9843101386756242
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,25,0.9683154801023344
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,30,0.9957742777660702
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,35,0.9896077664258044
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,40,0.9999792025723327
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,45,0.9989017952421889
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,50,0.9999886195653893
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,75,0.9998888626703456
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.16407704140946333,2,100,0.9999997590323242
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,1,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,2,0.0029321458877706874
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,3,0.07645616765112162
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,5,0.36851685573416804
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,7,0.6011151144296585
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,10,0.9204990171979239
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,12,0.9492406129002131
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,15,0.9510450218584828
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,17,0.9813772480132607
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,20,0.989068967588852
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,25,0.9997779267065479
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,30,0.9999273153445405
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,35,0.9945686495616747
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,40,0.999539846255537
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,45,0.9999759958019442
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,50,0.9999783138101226
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,75,0.9999999954402744
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.22111556211419503,3,100,0.9999997195273748
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.2781540828189267,4,1,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.2781540828189267,4,2,0.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.2781540828189267,4,3,0.03951638709676719
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.2781540828189267,4,5,0.4036574959315501
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.2781540828189267,4,7,0.6626792641585857
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.2781540828189267,4,10,0.8982494210883114
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.2781540828189267,4,12,0.895620691529573
BTCUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,0.2781540828189267,4,15,0.98944784007675
