symbol,conf,only_side,test_volume_usd,average_pnl_pct,average_position_duration_s,positions_per_year,cost_per_year_pct,cost_per_year_usd,avg_chases_per_position,avg_turnover_per_usd,avg_turnover_per_year
ETHUSDC,Fixed volumes with 1 unit thresholds (separate sides),1,200000,-0.056825631552176396,2139.763507889423,14738.077307947851,-837.5005508889363,-1675001.1017778728,2.0,29476.154615895703,5895230923.17914
ETHUSDC,Fixed volumes with 1 unit thresholds (separate sides),1,300000,-0.06483386957773733,2485.913808637714,12685.878283640814,-822.4745781206188,-2467423.7343618567,2.0,25371.756567281627,7611526970.184488
ETHUSDC,Fixed volumes with 1 unit thresholds (separate sides),1,500000,-0.09079574770245603,2762.440469429041,11415.992615586776,-1036.523585297918,-5182617.926489591,2.0,22831.985231173552,11415992615.586777
ETHUSDC,Fixed volumes with 1 unit thresholds,0,1000,-0.028489891646061853,208634.01723800154,151.15464111504386,-4.306379347166965,-43.06379347166965,183.1260756699303,27680.35624669468,27680356.24669468
ETHUSDC,Fixed volumes with 1 unit thresholds,0,100000,-1.3727655231651916,207959.0559849737,151.64523540767883,-208.17335091993087,-208173.35091993085,111.72476672344969,16942.52855064553,1694252855.064553
ETHUSDC,Fixed volumes with 1 unit thresholds,0,200000,-1.7434388472031432,208236.95185414347,151.4428621779334,-264.03136905264074,-528062.7381052815,94.19874393668624,14265.727395338014,2853145479.0676026
ETHUSDC,Fixed volumes with 1 unit thresholds,0,300000,-1.9758186931763417,208485.77521880664,151.26211832391368,-298.8665209538403,-896599.5628615208,83.99019128521665,12704.534252232585,3811360275.6697755
ETHUSDC,Fixed volumes with 1 unit thresholds,0,500000,-2.1471899219160298,208072.14018372222,151.5628184155483,-325.4341562390545,-1627170.7811952725,70.99947421885767,10760.880418632127,5380440209.316063
SOLUSDC,Fixed volumes with 0.1% percent thresholds,0,1000,-0.23025342253556305,137191.5621936937,229.86836432021923,-52.927977617382176,-529.2797761738217,123.75421858383997,28447.179803594172,28447179.803594172
SOLUSDC,Fixed volumes with 0.1% percent thresholds,0,100000,-2.169917363773935,137948.5917174468,228.60690063870757,-496.0580831744741,-496058.0831744741,55.44930628595009,12676.094052597455,1267609405.2597454
SOLUSDC,Fixed volumes with 0.1% percent thresholds,0,200000,-2.5115453362255287,137743.5346952904,228.94722478091197,-575.0113346402773,-1150022.6692805544,43.68913198668771,10002.505521439123,2000501104.2878246
SOLUSDC,Fixed volumes with 0.1% percent thresholds,0,300000,-2.7269182419846936,137804.97815606353,228.8451434917367,-624.0419963772215,-1872125.9891316644,37.75283266129032,8639.552407592508,2591865722.2777524
SOLUSDC,Fixed volumes with 0.1% percent thresholds,0,500000,-2.9229877739476122,138057.967617071,228.42578769137654,-667.6857846762466,-3338428.923381233,30.879053581051476,7053.572137415905,3526786068.7079525
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides),-1,1000,-0.013599044746325381,979.3279570502516,32201.67439617147,-437.9120110201362,-4379.120110201362,2.0,64403.34879234294,64403348.79234294
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides),-1,100000,-0.12355759162203761,2166.4808926688875,14556.325009241511,-1798.5444610095153,-1798544.4610095152,2.0,29112.650018483022,2911265001.8483024
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides),-1,200000,-0.1704115398392469,2783.223258891489,11330.74750624219,-1930.8901300684383,-3861780.2601368767,2.0,22661.49501248438,4532299002.496877
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides),-1,300000,-0.22179537298328172,3259.4509934306107,9675.249010818226,-2145.9254630605556,-6437776.389181666,2.0,19350.498021636453,5805149406.490936
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides),-1,500000,-0.2821456911888576,4026.3488355455593,7832.406303595142,-2209.8796901998167,-11049398.450999083,2.0,15664.812607190284,7832406303.595142
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides),1,1000,-0.012688551590559762,987.4916182972274,31935.460935231862,-405.2147436449954,-4052.1474364499536,2.0,63870.921870463724,63870921.87046372
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides),1,100000,-0.12237556078652398,2169.785047685136,14534.158594946814,-1778.6258086168941,-1778625.8086168943,2.0,29068.317189893627,2906831718.9893627
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides),1,200000,-0.16970157695783797,2874.3821268632487,10971.401368409759,-1861.8641136565175,-3723728.227313035,2.0,21942.802736819518,4388560547.363904
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides),1,300000,-0.20899424668409275,3390.554517156141,9301.133440099087,-1943.883376621733,-5831650.129865199,2.0,18602.266880198174,5580680064.059452
SOLUSDC,Fixed volumes with 0.1% percent thresholds (separate sides),1,500000,-0.2828972171325062,4164.743026005401,7572.135856422251,-2142.1361615311216,-10710680.807655608,2.0,15144.271712844502,7572135856.422251
