symbol,conf,only_side,test_volume_usd,target_perc,average_pnl_pct,average_position_duration_s,positions_per_year,cost_per_year_pct,cost_per_year_usd,avg_chases_per_position,avg_turnover_per_usd,avg_turnover_per_year,avg_pos_pnl_pct,avg_neg_pnl_pct,positive_share,negative_share,zero_share,avg_pos_duration_s,avg_neg_duration_s,avg_zero_duration_s,avg_chases_pos,avg_chases_neg,avg_chases_zero
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,10000,5,-0.009775131704220806,2178.6392800486615,14475.090157786753,-141.49591272283584,-14149.591272283584,2.0,28950.180315573507,289501803.1557351,0.3009247613567533,-0.04618955899364809,0.1047921294827039,0.8943509996826404,0.0008568708346556648,8031.198786089239,1494.9155473072872,62.60311111111111,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,30000,1,-0.019818122154237366,540.3666417905716,58360.37527316928,-1156.5930461308028,-346977.9138392408,1.9999999999999998,116720.75054633855,3501622516.3901563,0.25470081056053584,-0.05283536473644515,0.10727155523148295,0.8922106331040167,0.0005178116645003117,1647.2534659639446,407.55476274739726,74.36630612244898,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,30000,2,-0.01986532257459049,1001.8706886162018,31477.116117208676,-625.3030653861917,-187590.91961585754,2.0,62954.23223441735,1888626967.0325205,0.30608664543019865,-0.05366544868320717,0.09388579017264276,0.9056573705179283,0.00045683930942895084,3721.260398664705,720.4529855358085,29.89932558139535,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,30000,3,-0.01952343945811621,1532.7316089838625,20575.030758912228,-401.69536737050174,-120508.61021115052,2.0,41150.061517824455,1234501845.5347338,0.32995509090190484,-0.05381907480176034,0.08930916176034563,0.9102990385022661,0.00039179973738828413,6009.786703106473,1093.9709319025187,413.24354054054044,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,30000,4,-0.016383739105384883,2062.577047728116,15289.610652235377,-250.500991949138,-75150.2975847414,2.0,30579.221304470753,917376639.1341226,0.366329650011953,-0.05366514590779078,0.08871215736175177,0.9108636869731191,0.00042415566512910236,8602.148133277551,1426.6011992689087,53.51967500000001,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,30000,5,-0.017272757325367018,2426.280410718447,12997.673253546922,-224.50565590292956,-67351.69677087887,2.0,25995.346507093844,779860395.2128153,0.3654973110145973,-0.05415030336164716,0.08780906375135067,0.9116612640098307,0.0005296722388186191,9923.975481360838,1705.4660934707583,109.57816000000003,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,50000,1,-0.023248055970157066,589.644185917363,53483.10176405213,-1243.3781432682902,-621689.0716341451,2.0,106966.20352810426,5348310176.405213,0.2964838491376573,-0.05863419335713861,0.09959218942643076,0.900081140605077,0.00032666996849215466,1881.4418634006981,446.91099885266055,34.00945161290323,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,50000,2,-0.02393974467173099,1054.3752327059372,29909.655520896817,-716.029516389699,-358014.7581948495,2.0,59819.31104179363,2990965552.0896816,0.3541503374906831,-0.05926361447220307,0.08540932818401732,0.9143466451640283,0.0002440266519543352,4255.65994484472,755.6132129985263,40.03452173913043,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,50000,3,-0.0218952098853126,1572.1864803445908,20058.6892167448,-439.189210424884,-219594.605212442,2.0,40117.3784334896,2005868921.67448,0.4045875309335747,-0.05983309726399663,0.08163416309920195,0.9179430262671107,0.00042281063368743724,7192.8445790495925,1072.8333954422974,484.13905000000005,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,50000,4,-0.02194393246031235,2109.52921520071,14949.307064704257,-328.04658455634046,-164023.29227817024,2.0,29898.614129408514,1494930706.4704256,0.4188697364778193,-0.05983768152860382,0.07910034455788784,0.9204346079861331,0.0004650474559790306,9678.969239176911,1460.0720243667183,39.97879545454546,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,50000,5,-0.021724883696651313,2636.17759258007,11962.775227573042,-259.88990050820576,-129944.95025410288,2.0,23925.550455146084,1196277522.7573042,0.43437398726324444,-0.05979574955732943,0.07698891554043344,0.9225884167925864,0.0004226676669801452,12320.844758989844,1829.1854231425596,56.385875,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,70000,1,-0.027217030051526394,620.1942422331949,50848.585576101446,-1383.9474817023647,-968763.2371916553,2.0,101697.17115220289,7118801980.654202,0.3179804223748677,-0.06327584872493766,0.09453674663049928,0.9052089514283292,0.0002543019411714843,1998.637574871105,476.3785558937142,107.80550000000001,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,70000,2,-0.027437621519886407,1143.0969381802443,27588.211416438404,-756.9549032548462,-529868.4322783924,2.0,55176.42283287681,3862349598.3013763,0.3910073340748494,-0.06418114965267456,0.08067393668119965,0.9189882504460185,0.0003378128727817834,4647.327571839832,835.8750875558569,57.2613125,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,70000,3,-0.02890859536872174,1655.39484837049,19050.43985792446,-550.721457448907,-385505.0202142349,2.0,38100.87971584892,2667061580.109424,0.4205547726197392,-0.06420289284736785,0.07277032526770896,0.9269442594530598,0.0002854152792312815,7384.588236635677,1206.123497206003,23.50433333333333,2.0,2.0,2.0
BTCUSDC,Fixed volumes with 0.1% percent thresholds (separate sides) (v2),1,70000,4,-0.025291370286395047,2153.4268755824096,14644.565068628515,-370.3811178338901,-259266.78248372304,2.0,29289.13013725703,2050239109.6079922,0.4847150477041956,-0.06451626226379262,0.07138906027274855,0.9283662744931175,0.00024466523413399147,10400.114048278945,1519.8306195343291,53.20260869565217,2.0,2.0,2.0
